Business_id,Login_Date,Sales_Amount,Advanced_Amount,GST_Amount,Payment_mode
KLAP5871,10-02-2023,10000,5000,1800,Cheque
KCNM5605,06-01-2020,29500,25000,5310,Cheque
KBNB5605,06-01-2020,29500,25000,5310,Cheque
KHAS5793,15-10-2019,12000,14160,2160,Cheque  
KHAJ5782,23-09-2019,17700,17700,3186,Cheque 
KMCV5898,02-11-2022,11800,10000,2124,Cheque
KDNR5714,24-07-2019,8000,6780,1440,Cheque
KEBP5730,06-09-2023,7000,7000,1260,Cheque
KCPD5686,21-10-2022,11000,7500,1980,Online
KCPD5686,21-11-2022,11000,3500,1980,Online
KRNG5983,13-07-2023,8000,6780,1440,Cheque
KRNG5983,11-08-2023,9700,8220,1746,Cheque
KRNG5983,26-08-2023,25000,10000,4500,Cheque
KDNM5709,13-03-2020,17700,17700,3186,Cheque
KMAS5768,24-12-2022,10000,10000,1800,Cheque
KCAP5627,07-10-2023,10000,10000,1800,Cash
KCAP5627,23-10-2023,20000,20000,3600,Cash
KONG5914,08-12-2020,0,0,0,No Data
KONG5915,08-12-2020,35000,35000,6300,Cheque
KANG5569,21-01-2022,24000,24000,4320,Online
LCNG6126,12-01-2021,14160,14160,2548.8,Cheque
LSNN6281,18-01-2020,8000,8000,1440,Cheque
LSNN6281,18-01-2020,8000,8000,1440,Cheque
LHBS6201,11-05-2023,12000,12000,2160,Cheque
LHAA6172,11-11-2022,11800,11800,2124,Cheque
LRAV6158,14-12-2019,11800,11800,2124,Cash
LRAV6158,14-12-2019,11800,11800,2124,Cash
LRAV6158,14-12-2019,11800,11800,2124,Cash
LLBP6216,29-09-2023,10000,10000,1800,Cheque
LHBM6199,19-05-2023,12000,12000,2160,Cheque
LENT6155,26-10-2019,23600,23600,4248,Cheque 
LHBD6188,18-06-2019,10000,7000,1800,Cash
LHBD6188,09-05-2019,10000,3000,1800,Cheque
LRNK6096,25-02-2021,32000,0,5760,Online 
LPCV6116,26-08-2023,11800,10000,2124,Online
LNNR6233,09-09-2019,6000,6000,1080,Cash
LENA6147,27-01-2023,0,0,0,No Data
LENS6154,07-01-2023,7000,7000,1260,No Data
LENS6154,13-12-2022,17000,8500,3060,Cash
LGNG6171,13-02-2022,35000,35000,6300,Cheque
LGNG6171,09-05-2022,35000,6300,6300,Online
LMAJ6173,20-11-2022,20000,20000,3600,Cheque
LEPV6156,29-08-2023,10000,5000,1800,Cash
LCYM6128,06-03-2020,25000,25000,4500,Cheque
LHNG6207,14-07-2023,12000,12000,2160,Cash
LSAV6279,27-02-2020,12000,12000,2160,Cheque
LHAP6182,30-06-2023,11718,11718,2109.24,Cash
LEND6148,15-11-2019,10030,5000,1805.4,Cash
LEND6149,20-11-2019,10030,5000,1805.4,Online
LENP6151,15-11-2019,10030,5000,1805.4,Cash
LENP6151,20-11-2019,10030,5000,1805.4,Online
LENP6151,15-11-2019,10030,5000,1805.4,Cash
LENP6151,20-11-2019,10030,10000,1805.4,Online
LNAJ6230,18-11-2022,38600,38600,6948,Cheque
LAND6085,19-01-2023,14160,14160,2548.8,Online
LSND6290,12-04-2023,12000,12000,2160,Cash
LDNA6133,17-01-2020,11800,10000,2124,Cheque
LLNB6133,17-01-2020,11800,10000,2124,Cheque
LHWA6210,17-07-2019,9440,8000,1699.2,Cheque
LSNR6296,15-06-2019,0,0,0,No Data
LHAS6184,14-11-2019,12000,12000,2160,Cash
LHAS6184,14-11-2019,12000,12000,2160,Cash
LHAS6184,14-11-2019,12000,12000,2160,Cash
LCNM6127,03-12-2019,41300,41300,7434,Cheque
LCNM6127,03-12-2019,41300,41300,7434,Cheque
LCNM6127,03-12-2019,41300,41300,7434,Cheque
LPNG6260,27-11-2021,7965,6750,1433.7,Cheque
LPNG6260,18-04-2022,15340,13000,2761.2,Cheque
LPNG6260,26-07-2022,15340,13000,2761.2,Cheque
LSBM6283,24-11-2019,6000,3000,1080,Cheque 
LSBM6283,24-11-2019,6000,3000,1080,Cheque
LSBM6283,24-11-2019,6000,3000,1080,Cheque
LSBM6284,04-03-2020,5900,5900,1062,Cheque
LEAS6141,23-05-2023,10000,10000,1800,Online
LEAS6141,30-05-2023,40000,40000,7200,Cash
LEAS6141,11-06-2023,23600,23600,4248,Cash
MSNG7161,02-04-2019,10000,10000,1800,Online
MFAN6658,31-01-2020,5900,5000,1062,Online
MFAN6658,18-01-2020,5900,5000,1062,Cheque
MFAN6658,18-01-2020,5900,5000,1062,Online
MFAN6658,18-01-2020,11800,10000,2124,Cheque
MFAN6658,31-01-2020,5900,5000,1062,Online
MABP6338,13-02-2023,7500,6356,1350,Cheque
MTNV7224,15-01-2020,9440,8000,1699.2,Cheque
MTNV7224,15-01-2020,9440,8000,1699.2,Cheque
MWBP7232,08-08-2023,9440,8000,1699.2,Cheque
MCNA6513,13-09-2019,35000,3000,6300,Cheque 
MCNA6513,09-10-2019,41300,3000,7434,Cheque 
MABG6334,10-12-2019,6400,5424,1152,Cheque
MABG6334,10-12-2019,6400,5424,1152,Cheque
MABG6334,10-12-2019,6400,5424,1152,Cheque
MBAV6372,27-12-2019,7000,7000,1260,Cash
MBAP6372,27-12-2019,7000,7000,1260,Cash
MBAP6372,27-12-2019,7000,7000,1260,Cash
MFBD6674,28-04-2022,11000,11000,1980,Cheque
MCNM6533,29-02-2020,17754,17754,3195.72,Cheque
MHND6817,14-09-2021,14000,14000,2520,Cheque 
MRPG7097,03-01-2022,4800,4800,864,Online
MRPG7097,12-01-2022,18000,15254,3240,Online
MCBP6476,07-09-2023,10000,5000,1800,Cash
MHAV6764,19-11-2019,12000,12000,2160,Cash
MHAV6764,19-11-2019,12000,12000,2160,Cash
MHAV6764,19-11-2019,12000,12000,2160,Cash
MHCM6800,26-05-2023,10000,10000,1800,Cash
MHCM6800,09-06-2023,10000,10000,1800,Cash
MCND6521,24-12-2022,15576,15576,2803.68,Cheque
MRNA7085,06-12-2019,18000,18000,3240,Cheque
MRNA7085,06-12-2019,18000,18000,3240,Cheque
MRNA7085,06-12-2019,18000,18000,3240,Cheque
MRNA7085,22-06-2019,35000,20000,6300,Cheque
MRNA7085,17-07-2019,35000,12712,6300,Cheque
MINC6857,13-11-2019,18000,21240,3240,Cheque 
MINC6857,13-11-2019,18000,21240,3240,Cheque
MINC6857,13-11-2019,18000,21240,3240,Cheque
MINC6857,17-07-2019,0,0,0,No Data
MDNS6598,27-01-2023,9440,9440,1699.2,Cheque
MDNS6598,06-04-2019,15000,15000,2700,Cheque
MMNG6940,30-05-2022,8260,8260,1486.8,cheque
MRNG7092,11-04-2022,7080,6000,1274.4,Online
MEAP6610,22-06-2023,7080,6000,1274.4,Cheque
MMCM6925,30-05-2023,14160,12000,2548.8,Cheque
MHWG6836,10-08-2023,14160,14160,2548.8,Online
MHWG6836,20-06-2019,11800,11800,2124,Cheque
MHWG6836,10-09-2019,23600,20000,4248,Cheque 
MHWG6837,27-05-2019,11800,11800,2124,Cheque
MCYM6548,10-08-2023,12000,12000,2160,Cheque
MINM6858,28-12-2019,11800,11800,2124,Cheque
MINM6858,28-12-2019,11800,11800,2124,Cheque
MINM6858,28-12-2019,11800,11800,2124,Cheque
MHAM6750,19-11-2019,8000,8000,1440,Cheque 
MHAM6750,19-11-2019,8000,8000,1440,Cheque
MHAM6750,19-11-2019,8000,8000,1440,Cheque
MTBP7205,12-09-2023,8000,8000,1440,Cheque
MDSM6599,29-02-2020,7000,5000,1260,Cash
MIND6514,20-05-2019,10000,10000,1800,Cheque
MNND6959,30-08-2022,20060,20060,3610.8,Cheque
MRNG7093,14-06-2022,9440,9440,1699.2,Cheque
MRND6524,20-01-2023,25000,25000,4500,Cheque
MRND6524,27-02-2023,25000,25000,4500,Cheque
MRND6524,30-03-2023,25000,25000,4500,Cheque
MRND6524,05-05-2023,25000,25000,4500,Cheque
MRND6524,01-09-2023,23750,23750,4275,Cheque
MRND6524,26-09-2023,23750,23750,4275,Cheque
MRND6524,23-06-2022,25000,25000,4500,Online
MRND6524,26-07-2022,25000,25000,4500,Cheque
MRND6524,22-08-2022,25000,25000,4500,Cheque
MRND6524,21-09-2022,25000,25000,4500,Cheque
MRND6524,23-11-2022,25000,25000,4500,Cheque
MRND6524,20-12-2022,25000,25000,4500,Cheque
MBAN6370,19-10-2019,9440,9440,1699.2,Cheque 
MDAJ6552,19-08-2019,23600,20000,4248,Cheque
MGCV6724,02-07-2019,8500,8500,1530,Cheque
MNYD6965,16-11-2022,8000,8000,1440,Online
MFCM6687,10-11-2019,11800,10000,2124,Cash
MFCM6687,10-11-2019,11800,10000,2124,Cash
MFCM6687,10-11-2019,11800,10000,2124,Cash
MNNR6964,05-10-2019,17700,5900,3186,Cheque  
MDAS6557,11-06-2019,35000,20000,6300,Cash
MDAS6558,11-06-2019,0,0,0,Cash
MPBD7008,27-08-2019,0,0,0,No Data
MPBD7009,27-08-2019,10000,8475,1800,Cheque
MNNG6962,03-01-2022,29500,29500,5310,Cheque
MCNP6535,13-02-2020,5000,5000,900,Cheque
MDNG6591,22-04-2019,10000,10000,1800,Cheque
MBBP6389,24-08-2023,10000,10000,1800,Cheque
MABM6337,04-11-2019,8260,7000,1486.8,Cheque
MABM6337,04-11-2019,8260,7000,1486.8,Cheque
MABM6337,04-11-2019,8260,7000,1486.8,Cheque
MBNG6404,12-09-2019,11800,10000,2124,Cheque 
MHCP6801,09-09-2023,5000,5000,900,Cash
MAWA6364,28-06-2019,17700,8850,3186,Cheque
MAWA6364,14-08-2019,17700,7500,3186,Cheque
MPNJ7046,03-08-2019,8260,7000,1486.8,Cheque
MECV6642,16-02-2023,20000,10000,3600,Cheque
MCCS6490,06-05-2023,20000,20000,3600,Cheque
MHCV6807,20-01-2023,20000,10000,3600,Cheque
MHCV6807,16-02-2023,20000,10000,3600,Cheque
MIAA6839,07-09-2022,12000,12000,2160,Cheque
MTAA7174,20-09-2022,14160,14160,2548.8,cheque
MFND6697,04-08-2022,14160,14160,2548.8,Online
MFND6697,07-10-2022,15000,15000,2700,Online
MTND7217,18-10-2022,11800,11800,2124,Online
MAGA6348,20-08-2019,9440,8000,1699.2,Cheque
MHBS6798,04-07-2023,10000,10000,1800,Cash
MGBD6715,15-06-2019,12500,12500,2250,Cheque
MONM6974,12-11-2019,29500,14750,5310,Cheque 
MONM6974,12-11-2019,29500,14750,5310,Cheque
MONM6974,12-11-2019,29500,14750,5310,Cheque
MNNJ6963,17-10-2019,10000,10000,1800,Cheque 
MPNM7047,17-01-2020,11500,11500,2070,Cheque
MPNM7047,17-01-2020,11500,11500,2070,Cheque
MPNM7047,17-10-2019,10000,10000,1800,Cheque 
MRNJ7094,29-09-2019,10000,10000,1800,Cash
MPCV7030,22-06-2019,8000,8000,1440,Cheque
MCAJ6416,27-09-2019,14160,14160,2548.8,Cheque 
MCAS6445,10-12-2019,27250,12500,4905,Cash
MCAS6445,10-12-2019,27250,12500,4905,Cash
MCAS6445,10-12-2019,27250,14750,4905,Cash
MCAS6445,23-10-2019,27250,12500,4905,Cash
MDCV6577,05-11-2022,15000,15000,2700,Online
MRBV7077,26-10-2019,8000,8000,1440,Cheque 
MMAP6905,18-06-2023,6000,6000,1080,Cash
MANP6359,29-11-2019,11800,10000,2124,Cheque 
MANP6359,29-11-2019,11800,10000,2124,Cheque
MANP6359,29-11-2019,11800,10000,2124,Cheque
MHNR6832,17-12-2020,9440,9440,1699.2,Cheque  
MHNR6832,18-10-2019,23600,14160,4248,Cheque 
MRAP7061,06-10-2023,5000,5000,900,Cash
MMNV6951,10-11-2023,12000,10170,2160,Online
MGBD6716,14-05-2019,7000,7000,1260,Cheque
MCCV6501,20-07-2019,5900,5000,1062,Cheque
MECV6643,20-06-2019,8850,8850,1593,Cheque
MACV6347,29-11-2022,10000,10000,1800,Cash
MBNG6405,28-07-2023,5000,5000,900,Cash
MSBM7135,25-11-2019,6000,7080,1080,Cheque
MSBM7135,25-11-2019,6000,7080,1080,Cheque
MSBM7135,25-11-2019,6000,7080,1080,Cheque
MRND7089,11-09-2021,0,0,0,No Data
MCND6529,12-09-2021,0,0,0,No Data
MRND7090,10-12-2022,7000,3500,1260,Online
RRND9242,13-09-2021,0,0,0,No Data
MCNM6534,25-08-2023,10000,10000,1800,Cash
MSNG7162,03-06-2019,12000,12000,2160,Cheque
MCNR6543,01-10-2020,10000,10000,1800,No Data
MBBD6387,23-12-2022,8000,5000,1440,Online
MCNA6518,18-01-2020,10000,10000,1800,Cash
MCNA6518,18-01-2020,10000,10000,1800,Cash
MSND7160,05-05-2019,10000,10000,1800,Cheque
MABP6343,13-02-2023,7500,6356,1350,Cheque
MBCV6396,12-08-2023,14160,12000,2548.8,Cheque
MEAP6317,08-09-2023,6500,6500,1170,Online
MSNR6833,24-12-2019,11800,5000,2124,Cheque
MSNR6833,23-11-2019,11800,5000,2124,Cheque
MSNR7167,23-11-2019,11800,5000,2124,Cheque
MSNR7167,24-12-2019,11800,6800,2124,Cheque
MSNR7167,23-11-2019,11800,5000,2124,Cheque
MSNR7167,24-12-2019,11800,5000,2124,Cheque
MGWA6738,28-08-2019,8260,7000,1486.8,Cheque
MMNG6941,17-03-2022,10620,9000,1911.6,Cheque
MANR6362,04-09-2020,11800,11800,2124,Online
MSNR7169,17-06-2019,10000,10000,1800,Cheque
MMBD6785,28-09-2022,11800,11800,2124,Online
MSNR7170,07-12-2019,35000,35000,6300,Cheque
MSNR7171,07-12-2019,35000,35000,6300,Cheque
MSNR7171,07-12-2019,35000,35000,6300,Cheque
MRCS7078,15-07-2023,3000,3000,540,Cash
MTNV7225,18-02-2020,7000,7000,1260,Cheque
MPGA7034,05-08-2019,6000,2000,1080,Cash
MTBM7202,27-02-2020,5000,5000,900,Cheque
MENR6654,20-04-2019,15000,15000,2700,Cheque
MSBP7142,14-03-2023,8000,8000,1440,No Data
MHYM6838,01-08-2023,12000,12000,2160,Cheque
MCNG6531,30-09-2020,21240,21240,3823.2,Cheque
MHAJ6748,28-08-2019,6000,5085,1080,Cheque
MHCV6811,30-11-2023,10000,10000,1800,Cheque
MBYS6412,16-05-2023,15000,15000,2700,Cash
MCNR6546,21-10-2019,5500,5500,990,Cash
MDYS6600,05-11-2019,23600,23600,4248,Cheque 
MDYS6600,05-11-2019,23600,23600,4248,Cheque
MDYS6600,05-11-2019,23600,23600,4248,Cheque
NEAP7415,26-08-2023,14160,12000,2548.8,Online
NMNM7598,06-05-2023,10000,10000,1800,Online
NFNM7469,11-11-2019,0,0,0,Cash
NFNM7469,11-11-2019,0,0,0,No Data
NFNM7469,11-11-2019,0,0,0,No Data
NFNM7470,27-01-2023,14160,14160,2548.8,Cheque
NSWA7745,13-08-2019,11800,10000,2124,Cheque
NENM7447,26-11-2019,10000,10000,1800,Cheque 
NENM7447,26-11-2019,10000,10000,1800,Cheque
NENM7447,26-11-2019,10000,10000,1800,Cheque
NHNG7534,05-06-2019,11800,11800,2124,Cheque
NJBV7561,31-07-2019,8500,7203,1530,Cheque
NPBD7635,24-11-2021,8000,5000,1440,Online 
NHNM7539,12-11-2021,41000,41000,7380,Cheque
NHNK7538,29-08-2021,15000,15000,2700,Cheque
NSBA7699,20-04-2023,7080,6000,1274.4,Cheque
NSBP7699,20-04-2023,7080,6000,1274.4,Cheque
NCAS7306,03-12-2019,10000,10000,1800,Online
NCAS7306,03-12-2019,10000,10000,1800,Online
NCAS7306,03-12-2019,10000,10000,1800,Online
NENP7448,21-02-2020,5000,5000,900,Cheque
NHAS7488,05-07-2023,7000,7000,1260,Cash
NLaR7568,24-12-2019,7999,7999,1439.82,Cheque
NPAN7620,24-12-2019,7999,7999,1439.82,Cheque
NPAN7620,24-12-2019,7999,7999,1439.82,Cheque
NCCV7275,30-11-2023,11800,10000,2124,Cheque
NTCS7754,11-05-2023,10000,10000,1800,Online
NHAS7489,04-03-2020,11000,11000,1980,Cheque
NBAA7260,23-10-2019,23600,23600,4248,Cheque  
NBCG7273,19-09-2019,14160,12000,2548.8,Cheque 
NAND7255,26-10-2020,10000,10000,1800,Cheque 
NPAS7628,22-08-2019,0,0,0,No Data
NAAS7240,22-08-2019,10900,5000,1962,Cash
NAAS7240,16-09-2019,10900,5900,1962,Cheque 
NCAP7303,10-08-2023,6500,6500,1170,Cheque
NNCP7608,26-10-2023,10000,10000,1800,Cheque
NCCS7334,25-07-2023,32000,22000,5760,Cash
NOAG7616,06-05-2023,15000,15000,2700,Cash
NECG7438,27-12-2019,5900,5000,1062,Cheque
NECG7438,27-12-2019,5900,5000,1062,Cheque
NECG7438,27-12-2019,5900,5000,1062,Cheque
NINV7559,24-01-2023,20000,20000,3600,Cash
NINV7559,14-03-2023,7000,7000,1260,Cash
NLNM7572,19-11-2019,17700,17700,3186,Cheque 
NLNM7572,19-11-2019,17700,17700,3186,Cheque
NLNM7572,19-11-2019,17700,17700,3186,Cheque
NNBD7604,07-04-2022,7000,7000,1260,Online
NCNA7352,14-01-2020,29500,29500,5310,Cheque
NCNA7352,14-01-2020,29500,29500,5310,Cheque
NHNG7536,10-11-2020,17700,17700,3186,No Data
NOWA7619,22-07-2019,8260,7000,1486.8,Cheque
NEAP7417,07-08-2023,35000,35000,6300,Online
NCNG7364,11-09-2023,65000,65000,11700,Online
NCNG7364,05-09-2022,48970,48970,8814.6,Online
NNNG7614,03-10-2019,14750,14750,2655,Cash
NCNG7357,30-09-2020,21240,21240,3823.2,Cheque 
NHBP7511,24-02-2023,15000,15000,2700,Cash
NMBD7584,04-06-2022,15000,15000,2700,Online
NHAP7487,22-06-2023,23600,20000,4248,Cheque
NSBP7725,18-01-2023,13000,13000,2340,Online
NWBV7771,25-10-2019,5000,5000,900,Cheque 
NSCR7731,20-12-2022,10000,10000,1800,cheque
NGNB7478,24-01-2020,14160,12000,2548.8,Cheque
NGNB7478,24-01-2020,14160,12000,2548.8,Cheque
NSNM7741,26-11-2019,14160,14160,2548.8,Cheque 
NSNM7741,26-11-2019,14160,14160,2548.8,Cheque
NSNM7741,26-11-2019,14160,14160,2548.8,Cheque
NFCV7464,22-02-2023,15000,15000,2700,Cash
NPND7655,10-05-2019,10000,10000,1800,Cheque
NCBD7320,18-07-2022,10620,9000,1911.6,Cheque
NPBD7637,24-02-2022,11800,11800,2124,Cheque
NEAP7420,07-04-2023,9440,8000,1699.2,Cheque
NHNR7537,24-06-2020,23600,23600,4248,No Data
NHNG7537,10-03-2023,17700,17700,3186,Cheque
NECV7253,14-03-2023,10000,10000,1800,Cash
NHNS7546,28-12-2019,41300,17500,7434,Cheque
NHNS7546,18-02-2020,41300,17500,7434,Cheque
NHNS7546,28-12-2019,41300,17500,7434,No Data
NHNS7546,28-12-2019,41300,17500,7434,Cheque
NHNS7546,27-06-2019,5750,5750,1035,Cheque
NHNS7546,05-07-2019,15340,15340,2761.2,Cheque
NCNS7368,31-01-2020,8000,8000,1440,Cheque
NCNS7368,31-01-2020,8000,8000,1440,Cheque
NSBD7713,18-09-2019,11800,10000,2124,Online 
NSBM7716,13-01-2020,20000,20000,3600,Cheque
NSBD7716,13-01-2020,20000,20000,3600,Cheque
NHAS7490,27-08-2019,9440,8000,1699.2,Cheque
NPBD7639,27-06-2022,13000,13000,2340,Online
NBCV7279,06-05-2019,22000,22000,3960,Cheque
NHCV7526,20-06-2019,8850,8850,1593,Cheque
NNnG7615,15-05-2023,6000,6000,1080,Online
NWAS7615,04-05-2019,10000,10000,1800,Cheque
OSNR7953,07-08-2019,6000,5084,1080,Cheque
OSBP7949,15-09-2021,15320,15320,2757.6,Cash
OPAS7778,25-10-2019,8000,8000,1440,Online
OHAS7879,18-07-2023,10000,10000,1800,Cheque
OBBV7796,06-09-2019,8260,7000,1486.8,Cheque 
OHAS7880,13-03-2020,6000,6000,1080,Cheque
ORND7930,08-10-2020,5500,5500,990,Cheque 
OCNG7833,01-01-2021,0,0,0,Cheque
OSNS7956,10-02-2020,14260,12085,2566.8,Cheque
OHBP7883,11-08-2023,9440,8000,1699.2,Cheque
ODYS7844,18-11-2019,29500,29500,5310,Cheque  
ODYS7844,18-11-2019,29500,29500,5310,Cheque
ODYS7844,18-11-2019,29500,29500,5310,Cheque
OABD7783,22-07-2019,10000,8475,1800,Cheque
OHPD7892,28-11-2021,8260,8260,1486.8,Online 
OSBA7822,05-12-2019,8500,8500,1530,Cheque
OSBA7822,05-12-2019,8500,8500,1530,Cheque
OSBA7822,05-12-2019,8500,8500,1530,Cheque
OFAP7863,28-02-2023,12000,12000,2160,Cheque
ODAJ7836,05-10-2019,11800,10000,2124,Online 
OTNG7969,10-04-2019,8000,8000,1440,Cheque
OLNM7901,21-01-2020,29500,29500,5310,Cheque
OLNM7901,21-01-2020,29500,29500,5310,Cheque
ORNS7935,02-07-2019,10000,10000,1800,Cash
PCNR8143,03-09-2019,11800,10000,2124,Cheque 
PCCV8107,14-12-2022,14160,14160,2548.8,Online
PBCG8036,10-07-2023,10000,10000,1800,Cheque
PTBD8640,06-08-2019,10620,10620,1911.6,Cash
PPCJ8332,25-08-2022,12000,12000,2160,Online
PJAS8370,10-01-2023,7080,6000,1274.4,Online
PJAS8370,15-02-2023,7080,6000,1274.4,Online
PJAS8370,31-03-2023,7080,6000,1274.4,Online
PJAS8370,08-05-2023,7080,6000,1274.4,Online
PJAS8370,16-06-2023,6960,6000,1252.8,Online
PJAS8370,19-07-2023,7080,6000,1274.4,Online
PJAS8370,23-08-2023,6960,6000,1252.8,Online
PJAS8370,28-09-2023,6960,6000,1252.8,Online
PJAS8370,30-10-2023,10000,9800,1800,Online
PJAS8370,24-09-2022,21240,18000,3823.2,Online
PJAD8370,03-12-2022,7080,6000,1274.4,Online
PCCV8117,21-06-2023,11800,10000,2124,Cheque
PCNJ8118,09-09-2019,17700,15000,3186,Cheque 
PTAP8458,13-06-2023,10000,5000,1800,Cash
PCBM8097,27-07-2021,11000,11000,1980,Online 
PEYS8225,31-05-2023,21240,18000,3823.2,Cheque
PHBD8318,08-06-2019,10000,10000,1800,Cheque
PCNG8142,13-10-2020,14160,14160,2548.8,Cheque 
PRNP8573,03-03-2020,5000,5000,900,Cheque
PPNG8343,10-05-2022,10000,10000,1800,Online
PHAJ8285,06-12-2022,15000,12000,2700,Cash
PHNV8355,04-02-2020,12980,11000,2336.4,Cheque
PHNV8355,04-02-2020,12980,11000,2336.4,Cheque
PPCV8511,23-05-2019,8000,8000,1440,Cash
PTPA8658,01-11-2019,23600,23600,4248,Cheque 
PTPA8658,01-11-2019,23600,23600,4248,Cheque
PTPA8658,01-11-2019,23600,23600,4248,Cheque
PSAP8581,28-06-2023,14160,12000,2548.8,Cheque
PDWA8191,05-07-2019,0,0,0,No Data
PGAJ8258,21-08-2019,11800,10000,2124,Cheque
PEAG7984,22-07-2023,12000,10170,2160,Online
PCNR8147,28-10-2020,14160,14160,2548.8,Online
PDAA8155,14-09-2022,23600,0,4248,Cheque
PDAA8155,29-10-2022,23600,0,4248,Cheque
PINA8365,21-02-2023,17700,15000,3186,Cheque
PINA8365,21-02-2023,9440,8000,1699.2,Cheque
PPBD8482,29-04-2022,0,0,0,No Data
PCNR8148,16-04-2019,9675,9675,1741.5,Cheque
PPNM8535,19-02-2020,17700,11800,3186,Cheque
PPNM8535,29-02-2020,5900,5900,1062,Cheque
PCAV8079,03-12-2019,17700,15000,3186,Cheque
PCAV8079,03-12-2019,17700,15000,3186,Cheque
PCAV8079,03-12-2019,17700,15000,3186,Cheque
PCWA8152,26-06-2019,7000,4000,1260,Cheque
PCWA8152,26-06-2019,0,0,0,No Data
PCWA8152,20-08-2019,7000,3000,1260,Cash
PHNG8349,20-11-2021,53100,53100,9558,Cheque
PHNG8349,20-01-2022,33900,33900,6102,Cheque
PSNM8623,27-02-2020,20000,20000,3600,Cash
PPNR8544,31-08-2019,7080,6000,1274.4,Cheque
PPNK8534,16-02-2021,20000,3600,3600,Online 
PAAP7980,14-06-2023,6000,6000,1080,Cash
PCWA8153,01-07-2019,8000,5000,1440,Cheque
PCWA8153,28-08-2019,8000,3000,1440,Online
PPBD8488,05-10-2019,10000,10000,1800,Cheque  
PFAV8241,06-11-2019,10000,5000,1800,Cheque 
PFAV8241,06-11-2019,10000,5000,1800,Cheque
PFAV8241,06-11-2019,10000,5000,1800,Cheque
PSNA8447,14-02-2023,11800,11800,2124,Cash
PGBM8266,12-11-2019,9000,9000,1620,Cheque 
PGBM8266,12-11-2019,9000,9000,1620,Cheque
PGBM8266,12-11-2019,9000,9000,1620,Cheque
PDBD8174,28-10-2022,11800,11800,2124,Cash
PLBS8104,27-11-2019,7080,6000,1274.4,Cheque 
PLBS8104,27-11-2019,7080,6000,1274.4,Cheque
PLBS8104,27-11-2019,7080,6000,1274.4,Cheque
PCND8137,14-12-2019,23128,23128,4163.04,Cheque
PCND8138,14-12-2019,23128,23128,4163.04,Cheque
PCND8138,14-12-2019,23128,23128,4163.04,Cheque
PMBD8414,07-02-2020,15000,10000,2700,Cash
PEBM8206,07-02-2020,15000,10000,2700,Cash
PFCV8247,01-12-2022,11800,11800,2124,Cheque
PLNA8400,25-03-2023,10000,8475,1800,Cheque
PJAS8372,07-12-2019,8260,7000,1486.8,Cash
PJAS8372,07-12-2019,8260,7000,1486.8,Cash
PJAS8372,07-12-2019,8260,7000,1486.8,Cash
PJAS8374,14-10-2022,14160,14160,2548.8,Online
PRAM8554,27-05-2023,5900,5000,1062,Cheque
PPAD8457,20-06-2019,7500,7500,1350,Cheque
PNMN8446,04-11-2019,14160,6000,2548.8,Cheque  
PNMN8446,04-11-2019,14160,12000,2548.8,Cheque
PNMN8446,04-11-2019,14160,12000,2548.8,Cheque
PNMN8446,12-08-2019,11800,10000,2124,Cheque
PCAV8080,09-12-2019,5900,5000,1062,Cheque
PCAV8080,09-12-2019,5900,5000,1062,Cheque
PCAV8080,09-12-2019,5900,5000,1062,Cheque
PBBD8030,30-03-2023,10000,10000,1800,Online
PHBP8313,09-06-2023,12000,12000,2160,Cheque
PMBV8418,19-10-2019,8000,8000,1440,Cheque 
PMNR8437,30-08-2019,8000,5000,1440,Cash
PMNR8437,16-10-2019,8000,5000,1440,Cash
PHNR8353,01-08-2019,8260,7000,1486.8,Cheque
PCNS8151,08-02-2020,7000,7000,1260,Cash
PCNS8151,08-02-2020,7000,7000,1260,Cash
PCAN8067,20-12-2019,5900,5900,1062,Cheque
PCAN8067,20-12-2019,5900,5900,1062,Cheque
PCAN8067,20-12-2019,5900,5900,1062,Cheque
PDNM8185,24-01-2020,14160,14160,2548.8,No Data
PDNM8185,24-01-2020,14160,14160,2548.8,Cash
PFNM8253,04-01-2020,41300,41300,7434,Cheque
PFNM8253,04-01-2020,41300,41300,7434,Cheque
PFNM8253,04-01-2019,0,0,0,No Data
PFNM8253,04-01-2020,0,0,0,No Data
PHBP8314,05-10-2023,10000,5000,1800,Cash
PHAP8305,21-03-2023,8000,8000,1440,Cheque
PGND8281,29-04-2019,11000,11000,1980,Cheque
PJND8386,05-07-2022,7999,7999,1439.82,Cheque
PTAP8631,22-06-2023,15000,10000,2700,Cheque
PSNM8624,20-11-2019,5000,4237,900,Cash
PSNM8624,20-11-2019,5000,4237,900,Cash
PSNM8624,20-11-2019,5000,4237,900,Cash
PPCV8519,24-05-2019,8000,8000,1440,Cash
PANP8002,08-08-2023,10260,9000,1846.8,Online
PPNR8549,30-08-2019,8000,8000,1440,Cash
PCYV8154,13-07-2023,7000,5000,1260,Cash
PENM8221,07-03-2020,18560,15729,3340.8,Cheque
PSBD8602,18-12-2019,9440,9440,1699.2,Cheque
PSBD8602,18-12-2019,9440,9440,1699.2,Cheque
PSBD8602,18-12-2019,9440,9440,1699.2,Cheque
QECV8678,04-08-2023,17700,15000,3186,Cheque
QECV8678,06-10-2022,29500,25000,5310,cheque
QFAA8680,07-09-2022,12000,12000,2160,Cheque
